Unnamed: 0,FP1,FP2,F3,F4,C3,C4,P3,P4,01,02,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,EMG1,EMG2,IO,EMG3,EMG4
1982,2,3,17,27,16,15,14,22,29,17,9,11,3,7,14,19,20,15,17,18,38,10,13,7,16,2501,-1824,55,1026,702
1983,-33,-38,-40,-24,-36,-34,-33,-37,2,108,-34,-32,-27,-40,-40,-13,-25,-35,1,-25,-57,-29,-38,-31,-28,-4044,-1076,36,1386,-3993
1984,-18,-10,-14,-13,-11,-14,-11,-14,3,-9,-11,-14,-4,-18,-15,-21,-9,-14,-17,-14,-12,-5,-18,-8,-13,2026,-3033,-48,-737,1428
1985,19,0,1,6,5,11,5,15,9,7,13,13,19,11,6,6,6,5,4,5,0,2,11,3,7,-23,-1177,-7,644,3060
1986,-6,-15,-8,-8,-8,-7,-2,-7,13,-4,-6,-5,-1,0,-9,-2,-8,-7,-6,-8,-3,-5,-14,-8,-14,968,-964,-101,1607,-2302
1987,4,7,12,16,9,10,12,15,14,6,8,11,1,14,8,16,6,11,14,9,9,7,8,8,14,28,-590,18,-830,67
1988,-34,-15,3,-11,-13,-17,-10,-9,-3,8,-16,-16,-11,-19,-9,-16,-12,-11,-13,-15,-13,-1,-17,-2,-10,2424,704,6,430,502
1989,-4,-15,5,8,-2,-1,-3,0,-18,-29,0,-4,-3,-25,3,5,-1,6,-1,-2,-19,3,-3,-4,-12,-306,-483,-30,2004,3866
1990,-26,-20,-12,-21,-20,-13,-22,-3,-41,-78,-20,-17,-28,-15,-18,-23,-32,-18,-27,-20,-18,-10,-24,-17,-27,3268,638,100,-750,-3932
1991,10,8,-5,-4,1,4,-7,0,-70,67,12,4,6,7,4,-14,23,-1,-18,7,-149,2,4,-6,-9,2782,-4364,14,-5272,2818
1992,-32,-30,-26,-35,-34,-25,-40,-18,-77,-16,-29,-31,-36,-37,-26,-49,-45,-27,-45,-33,-73,-23,-31,-31,-35,-1900,3281,70,-4640,-4765
1993,28,8,21,42,22,28,29,33,33,34,26,23,31,28,28,35,33,28,30,28,25,20,30,15,26,-847,-420,-14,1948,3008
1994,-9,-16,-16,-16,-12,-12,-7,-9,-11,3,-12,-13,-9,-20,-14,-19,-6,-13,-16,-13,-15,-3,-16,-5,-11,-1338,-238,14,-836,-1184
1995,-19,-14,-8,-14,-10,-14,-6,-4,-3,10,-13,-10,-6,2,-15,-18,-7,-15,-19,-11,-12,-5,-16,-3,-5,-878,-462,8,-116,-286
1996,5,-5,8,12,6,3,-2,-5,-8,-9,6,3,-11,-7,9,4,-4,9,6,3,2,8,10,2,-6,-396,-310,-7,-55,-525
1997,27,8,0,6,6,12,4,7,12,5,14,15,16,7,9,8,8,7,10,10,12,2,21,-7,4,394,-1039,19,554,2378
1998,6,-6,3,7,5,3,3,3,2,4,5,4,-1,-1,3,3,6,5,7,5,9,2,0,6,5,4542,-426,16,-244,1598
1999,-7,-5,8,19,6,3,6,9,10,-8,8,4,7,0,4,8,6,7,11,4,12,5,-6,0,-5,2562,-2696,36,-76,-296
2000,12,-5,3,1,10,7,14,8,11,9,-2,-2,12,-3,6,9,13,4,3,12,20,4,1,9,3,1100,42,-3,1422,-78
2001,21,12,11,13,16,19,11,16,7,3,12,13,7,-3,12,15,13,13,9,17,25,12,17,16,21,-952,-575,18,-1004,290
2002,22,8,11,23,11,17,3,8,7,10,17,18,7,8,13,15,6,15,19,9,18,10,30,0,12,1014,5,6,94,-614
2003,39,41,41,32,36,52,30,51,26,37,31,38,18,49,40,41,26,36,15,32,20,26,54,26,51,-3220,-1834,-100,-1664,1450
2004,1,-1,2,0,-4,1,-4,1,11,23,3,5,6,-4,-4,2,-2,0,-5,-1,25,1,2,-2,-1,-2624,1046,80,1442,2194
2005,15,17,14,-3,10,7,13,12,15,16,4,10,-1,-5,11,7,5,11,21,11,48,10,12,18,12,-1944,886,36,3694,792
2006,8,-29,-10,-3,-7,-6,-9,-14,-12,-24,2,-5,11,-37,-8,-12,-12,-8,-13,-9,-25,-1,-2,-1,-18,-302,-261,-1,866,3078
2007,-12,1,-10,-5,-9,-6,-7,-2,2,-8,-3,-2,1,-5,-12,-8,-9,-11,-15,-10,-12,-5,-4,-11,-9,592,-386,26,-128,-54
2008,-9,-19,-6,-9,-5,-7,1,7,-9,-12,-13,-10,-27,-26,-6,-3,-1,-2,-8,-2,-7,-7,-18,4,-4,662,-1013,-36,892,3681
2009,1,0,-1,-2,-2,4,1,5,10,30,-2,1,-4,8,1,0,3,-2,5,2,-19,1,3,3,13,2602,-1337,-66,286,-3049
2010,8,13,3,5,-1,5,4,8,4,37,5,7,4,-9,2,6,7,5,5,8,3,6,12,4,3,-3455,1146,70,-2374,3110
2011,2,5,5,0,-5,1,-2,3,-10,20,4,4,3,-10,3,4,1,7,-2,6,-16,4,-2,1,4,-3418,134,60,-2956,3064
2012,-3,-3,-8,-6,-9,-2,-2,7,-3,-35,-9,-7,-1,-1,-13,-25,-11,-7,-4,-7,80,-10,-9,-9,-3,-4522,76,-5,4602,-1238
2013,-2,0,-3,-11,-5,-7,-4,-9,-13,-18,0,-2,11,-15,-5,-15,-4,-7,-14,-6,-6,-4,-2,0,-4,1154,1092,42,-966,399
2014,-4,-8,-12,-13,-9,-10,0,5,-3,13,-15,-8,2,6,-16,-10,-6,-11,-12,-9,-9,-8,-7,-2,-1,-2119,1333,18,-196,-1402
2015,6,4,18,20,13,10,4,4,-2,3,11,8,-1,8,17,12,5,17,14,10,11,15,10,7,3,-634,-447,-6,-61,-470
2016,-20,-17,-23,-15,-21,-14,-20,-5,-17,-4,-17,-14,-16,1,-21,-21,-15,-20,-17,-20,-10,-22,-18,-26,-8,1156,-1166,20,-1516,-775
2017,-21,-16,-25,-21,-25,-22,-19,-18,-9,-12,-18,-19,-12,-16,-24,-31,-15,-25,-24,-18,-43,-16,-19,-14,-14,1933,-1978,-40,-422,1755
2018,-13,-18,-16,-9,-18,-13,-16,-20,-11,-1,-11,-14,-15,-23,-13,-10,-18,-14,-8,-12,-7,-14,-13,-13,-13,703,-327,-102,1609,-1640
2019,-7,-5,-6,-2,-3,-3,0,5,3,-6,-6,-1,-11,-1,-9,0,-5,-5,-8,-4,-6,-4,-5,-2,3,422,-330,20,-538,49
2020,-8,-14,4,1,-2,-1,-1,-1,-5,-3,-2,-4,-3,-8,-1,-8,-2,-2,-9,0,-17,-4,-5,3,-2,-3,-178,-1,-80,1622
2021,-6,8,-16,-36,0,-17,-14,-15,-16,-9,-12,-12,0,-13,-14,-16,-9,-16,-27,-12,-16,-14,-26,-7,-29,1504,2267,18,-465,1208
2022,24,24,29,41,26,29,29,34,45,48,22,27,18,31,28,44,21,29,48,25,47,21,38,29,42,-3620,1988,-28,-1224,-3719
2023,-1,0,2,7,1,7,-4,0,11,7,0,-5,-1,-5,7,9,7,7,12,6,6,1,-5,-11,-5,1980,-638,-86,1290,-2410
2024,-1,-12,-19,-22,-11,-14,-10,-11,-1,-8,-13,-13,5,-8,-15,-14,-16,-14,-18,-11,-7,-15,-18,-11,-18,454,-992,14,199,726
2025,-24,-8,-7,-8,-10,-11,-7,-5,-8,-1,-12,-16,-5,-5,-9,-13,-6,-8,-11,-12,-16,-6,-25,-8,-10,-1662,808,14,-1598,-1182
2026,15,15,15,14,14,15,20,28,39,-32,5,12,30,23,15,43,33,19,16,14,57,6,14,12,27,3400,2730,-25,408,-2286
2027,13,17,8,14,9,10,7,14,3,29,10,13,11,23,11,20,10,13,2,14,-13,5,15,0,9,-3382,-220,64,-2890,2793
2028,13,19,3,2,8,5,4,8,5,9,3,7,9,0,2,4,8,6,4,7,9,10,12,5,8,-630,-974,1,-647,-2120
2029,8,1,-12,-16,-1,-9,3,7,-2,-9,-16,-10,-7,-6,-10,-1,3,-2,-8,2,-5,-6,-13,2,-14,560,-1092,-32,948,3644
2030,-1,-5,-5,-7,-9,-7,-13,-7,-7,-6,0,-2,9,-5,-3,-5,-10,-4,-3,-10,-6,-3,-4,-11,-13,207,-262,4,-166,-998
2031,-48,-46,-50,-35,-50,-42,-59,-47,-20,-196,-44,-39,-58,-33,-48,-38,-50,-47,-20,-49,29,-44,-41,-53,-44,-3570,3544,60,1385,-3940
2032,-9,-5,-22,-22,-16,-10,-15,-8,-22,32,-15,-12,-15,-25,-22,-12,-13,-18,-13,-18,-3,-17,-12,-15,-10,-2305,3006,11,18,-2983
2033,10,12,14,6,9,7,8,2,17,-14,18,17,12,-2,13,8,9,9,20,4,-10,14,15,8,3,2893,-945,56,3974,-852
2034,29,39,17,8,19,21,18,22,24,34,15,23,6,35,21,23,20,21,22,22,27,16,27,10,22,2748,-1314,15,582,-978
2035,-2,-2,2,-1,1,-3,1,-7,5,5,-7,-7,-4,-4,1,9,5,4,2,3,14,-2,-6,-7,-5,-948,-801,-110,1224,-2090
2036,-1,4,3,-4,2,1,7,6,30,24,-1,1,16,14,2,5,9,3,3,5,7,-2,-10,-5,7,2302,-791,-80,724,-2677
2037,-3,8,19,21,11,13,11,18,6,72,9,13,-10,-1,10,15,9,13,16,9,13,16,17,11,14,-2134,2826,4,962,-1725
2038,-7,-9,-7,-8,-8,-7,-5,-9,-3,11,-7,-12,7,7,-8,-18,-6,-10,-8,-4,-35,-5,-14,-4,-13,2675,-1591,-70,-692,-3644
2039,-34,-33,-28,-38,-36,-28,-42,-20,-80,-4,-31,-33,-37,-36,-28,-52,-48,-30,-49,-36,-75,-26,-35,-32,-39,-1487,2961,72,-4656,-4782
2040,-2,-6,-28,-25,-19,-12,-16,-7,-7,9,-18,-14,5,15,-23,-17,-8,-21,-18,-15,-11,-18,-16,-22,-17,-468,609,4,-2,94
2041,17,1,2,-8,4,1,6,6,8,-3,1,7,5,8,1,7,6,6,3,5,7,0,2,-2,-1,2089,-2614,38,-318,-774
2042,-1,0,26,26,18,14,17,9,4,277,18,9,0,10,23,3,-26,18,14,8,10,21,13,23,9,-718,-708,-40,1012,1364
2043,15,13,20,27,21,16,21,25,42,-1,5,19,11,25,16,56,7,22,32,18,54,14,24,17,38,-3266,2867,-32,383,-3574
2044,4,-15,-5,0,-2,2,1,5,0,8,-2,-1,-6,-9,-2,-1,0,-4,1,2,3,2,-1,4,6,1842,-302,6,0,1508
2045,9,8,13,13,7,19,7,11,-1,45,12,9,-6,22,12,0,15,11,20,12,2,9,9,6,10,2816,-1810,-66,-1702,-4416
2046,-16,-9,-6,-12,-8,-10,-4,1,-17,-2,-12,-9,-23,6,-11,-10,-2,-8,-13,-10,-13,-5,-17,4,-8,-187,20,-6,1198,2346
2047,-38,-38,-42,-40,-45,-38,-56,-46,-101,42,-33,-42,-55,-26,-32,-55,-41,-33,-49,-41,-95,-32,-46,-43,-50,4440,-4304,70,-5098,3192
2048,6,54,40,23,22,23,20,17,23,22,28,25,19,30,31,21,15,26,35,20,0,18,29,19,17,-309,-612,-12,598,-1693
2049,-17,-5,-8,-11,-9,-14,-3,-5,-3,6,-11,-11,-4,-2,-13,-10,-9,-10,-13,-9,-5,-7,-17,-3,-15,-2400,1708,18,947,-1083
2050,-28,-26,-22,-31,-31,-21,-37,-15,-74,-25,-27,-28,-37,-35,-23,-45,-42,-23,-40,-30,-68,-20,-27,-29,-33,-2178,3536,67,-4632,-4524
2051,15,19,19,15,14,20,14,11,9,27,15,15,9,10,17,14,12,14,24,19,10,17,19,10,17,2377,-802,-62,-7,-2626
2052,-5,-9,-5,-3,-7,-7,-2,-14,3,-2,-1,-4,-1,-25,-8,-6,-9,-6,-4,-5,-5,0,-6,0,-8,730,-681,-98,1796,-1838
2053,11,14,9,14,11,10,9,-1,-18,11,11,2,2,5,12,-7,15,14,12,14,-43,6,4,-1,-1,1605,1544,-49,-2524,1066
2054,-13,-31,-30,-26,-25,-26,-19,-13,-7,2,-23,-21,-6,-12,-22,-20,-15,-22,-20,-19,-15,-20,-28,-21,-22,3004,990,8,431,1332
2055,-28,-22,-20,-32,-31,-22,-29,-21,-39,-174,-26,-23,-27,-39,-29,-33,-43,-30,-38,-33,-20,-14,-17,-17,-33,-2521,-2120,98,144,-3746
2056,-15,-14,-20,-15,-15,-18,-18,-22,-24,-6,-13,-19,-14,-16,-15,-28,-3,-15,-10,-9,-44,-15,-24,-21,-23,1882,3938,-42,-2699,-1835
2057,-27,-27,-3,5,-12,-14,-15,-14,-15,-17,-11,-17,-14,-8,-7,-15,-19,-7,-9,-10,-17,-9,-23,-4,-11,306,-793,10,-68,1530
2058,-30,-24,-21,-33,-28,-25,-30,-25,-45,-169,-25,-26,-27,-42,-27,-31,-45,-29,-40,-32,-20,-15,-27,-18,-43,182,-1320,100,309,-3800
2059,7,11,-6,-12,-5,0,-4,1,-2,4,-3,2,-3,-3,-3,-4,-3,-4,-3,-3,-3,-3,10,-6,3,-1254,-391,4,-200,-492
2060,5,3,8,14,7,14,1,4,-1,-13,12,7,-5,5,14,10,9,8,9,10,11,4,10,2,4,418,-298,33,-1839,788
2061,34,13,-5,3,5,13,5,9,17,9,15,19,18,10,8,9,9,6,10,10,14,1,25,-9,6,378,-1178,21,584,2468
2062,19,8,7,14,12,16,12,21,16,-8,10,14,-6,10,12,24,15,15,14,16,17,7,13,7,3,642,-1208,29,832,2427
2063,-3,12,18,22,12,12,12,19,4,26,14,11,3,13,16,12,15,15,13,10,9,10,10,10,12,-1220,376,-2,-262,702
2064,-14,-21,-12,-13,-11,-12,-9,-4,-7,6,-15,-13,-9,0,-13,-11,-6,-13,-14,-8,-10,-12,-20,-9,-8,-770,-952,6,-292,-332
2065,-16,-20,-27,-20,-20,-18,-16,-12,-10,-5,-17,-19,5,-10,-23,-25,-14,-26,-23,-18,-18,-13,-21,-16,-16,-1824,-1452,12,-1002,-752
2066,29,29,31,37,32,28,36,38,57,-12,22,32,38,14,24,64,26,30,43,30,74,27,36,31,38,-3110,2832,-24,1042,-3518
2067,-31,-37,-38,-25,-39,-37,-42,-51,8,-32,-26,-24,-49,-23,-39,-28,-35,-34,24,-31,-7,-32,-39,-41,-38,-3898,594,50,1410,-3782
2068,12,-9,4,10,-1,7,-6,0,-7,-12,9,9,-4,3,6,2,-6,3,5,-3,5,0,24,-3,2,-848,-947,-2,682,1059
2069,-41,-37,-50,-40,-42,-46,-46,-46,24,-127,-47,-42,-44,-44,-50,-45,-53,-47,-7,-41,28,-41,-48,-39,-43,-3640,-3658,54,1457,-4039
2070,-34,-36,-38,-38,-42,-36,-54,-48,-102,52,-28,-38,-56,-27,-28,-52,-39,-29,-48,-39,-95,-30,-43,-39,-51,3186,-4054,70,-5120,2977
2071,27,24,21,23,23,21,31,31,48,-24,21,27,34,6,24,48,42,26,17,25,64,19,32,25,37,3474,2920,-10,-1186,-1544
2072,-23,-4,2,-3,-8,-7,-11,-11,-17,-25,-4,-9,-25,-10,-3,-10,-16,-6,-7,-8,-22,-8,-13,3,-12,-796,-658,0,764,1888
2073,30,31,36,46,33,27,34,27,53,31,32,34,35,44,36,57,19,37,52,33,49,32,36,26,29,-3101,2792,-18,-460,-3666
2074,1,5,1,1,2,8,6,12,14,-9,-1,-2,8,3,-2,-6,-1,2,-3,5,105,-5,-4,-8,-4,-4458,352,-2,4492,-736
2075,7,-2,-12,-13,-6,-6,-4,-5,0,2,-5,-4,8,-3,-7,-10,-8,-11,-8,-8,-1,-7,5,0,-2,358,-86,10,584,-816
2076,18,25,-1,-13,5,2,-2,2,0,4,1,8,6,2,-1,2,3,4,0,3,5,5,8,1,3,-206,-669,0,56,-1713
2077,-33,-27,-21,-32,-34,-24,-31,-22,-40,-192,-29,-25,-28,-37,-32,-36,-42,-33,-38,-34,-20,-16,-21,-17,-31,-3661,-2590,100,84,-3785
2078,9,13,-5,-8,3,0,7,11,3,40,1,5,8,11,-3,5,6,1,1,5,15,6,-6,8,3,-1712,2878,14,1478,-728
2079,5,-12,8,10,2,2,-1,3,-9,-26,6,1,10,-14,9,9,3,10,3,1,-17,5,1,-4,-13,-308,-556,-34,1926,3930
2080,12,11,-1,-4,3,8,-7,3,-57,74,5,-3,-11,25,12,-16,29,7,-19,18,-124,6,-2,-3,-6,2746,-4414,14,-5129,2760
2081,-34,-36,-39,-25,-33,-28,-38,-37,-37,267,-27,-31,-39,-22,-33,-31,-40,-36,2,-35,-79,-27,-31,-32,-31,-4601,2475,37,2476,-3562
2082,20,18,21,20,22,24,18,23,14,-7,14,15,18,29,22,21,9,17,18,15,2,15,28,20,25,-2166,-3394,-112,-345,-5356
2083,5,13,-2,-2,0,-3,1,-1,4,-2,0,1,3,4,-2,0,-1,1,0,0,10,-2,6,2,-3,936,-998,11,530,218
2084,-3,3,-7,-2,-7,1,3,4,-7,63,-3,1,-17,8,-9,4,-4,-8,-4,3,17,-4,5,2,-3,-3612,688,80,-1586,3225
2085,-15,-18,5,16,-2,0,-5,0,-4,-14,-3,-6,-16,2,4,5,-2,7,9,0,5,-1,-13,-9,-2,1110,-1949,28,-574,-574
2086,-19,-16,-4,0,-8,-12,-4,-10,-13,-2,-3,-8,-9,-12,-5,-12,-8,-7,-11,-8,-13,-3,-12,-1,-11,-434,236,6,66,-68
2087,10,13,10,13,13,11,13,4,3,11,7,0,1,1,13,-4,16,15,15,14,-46,5,1,6,7,1552,714,-54,-2286,-3
2088,6,5,16,11,13,6,11,-1,13,5,14,11,3,-33,14,10,9,16,11,13,16,16,5,9,11,697,-1216,-108,966,-2720
2089,9,10,6,-3,4,3,4,6,6,-4,6,7,13,8,6,-5,2,4,0,2,48,10,6,7,3,-1920,1478,44,3724,537
2090,-25,-19,-10,-19,-18,-12,-20,-1,-41,-68,-19,-16,-31,-15,-17,-22,-29,-16,-27,-18,-17,-9,-21,-15,-25,2980,477,98,-974,-4032
2091,19,19,15,16,11,20,10,18,26,-28,15,17,19,31,13,5,6,14,10,10,38,8,22,2,15,-2881,-1532,8,4024,-1962
2092,7,7,5,11,8,8,5,0,-15,8,7,1,-5,-3,7,-7,10,9,13,9,-52,12,1,2,-1,1534,911,-42,-2449,1264
2093,-5,-10,-9,-9,-9,-2,-5,-10,-18,25,-5,-10,-5,-13,-11,-17,-5,-12,-3,-5,-25,-4,-10,-3,-11,2754,-2423,-72,-1573,-4546
2094,-10,-14,0,7,-8,1,-9,-7,-15,-19,3,1,-33,-16,-1,-3,-7,-3,-1,-4,-11,-5,3,-1,-5,234,-1200,17,-286,1000
2095,-5,10,3,-4,2,-1,2,10,-1,13,-5,0,0,15,1,1,7,4,-2,0,1,3,-6,-3,5,-2324,1826,8,-1030,-895
2096,15,23,3,-9,5,1,4,5,10,0,4,10,10,16,3,5,4,7,6,5,14,1,6,-4,2,972,-1050,13,796,530
2097,-29,-23,-21,-33,-31,-24,-30,-23,-41,-171,-26,-24,-28,-39,-29,-33,-44,-30,-40,-34,-21,-15,-21,-18,-36,-1716,-1796,98,297,-3744
2098,16,26,15,5,14,12,18,25,16,20,3,11,18,29,10,23,21,17,13,15,10,12,8,10,13,-1782,-823,-23,1956,3392
2099,-41,-47,-42,-26,-42,-43,-39,-49,16,145,-34,-33,-39,-36,-44,-22,-45,-38,4,-30,-41,-31,-47,-37,-37,-3920,-3954,38,1826,-3919
2100,9,1,8,6,13,8,16,9,12,9,2,-1,14,2,10,11,16,8,5,14,25,6,1,11,5,1172,119,-4,1428,-42
2101,-9,-8,6,5,0,4,2,14,-8,15,-1,0,-2,7,2,-9,5,-4,-5,-3,2,3,8,11,15,1356,1631,26,-538,822
2102,29,2,28,22,24,26,24,16,21,131,19,14,19,3,30,17,0,23,26,19,29,21,31,27,20,-876,559,-50,1240,2768
2103,13,7,1,0,5,6,3,1,-34,15,5,-7,-3,-11,9,-21,20,9,8,12,-78,2,-8,4,-12,2676,-4300,10,-2877,2706
2104,-12,-9,2,-3,-3,0,-6,-7,-11,-33,-4,-7,-3,-18,0,-1,-15,-5,-5,-7,-7,-5,-5,-2,-5,-3411,-2724,-113,-438,-3650
2105,-20,-16,-19,-29,-21,-18,-30,-14,-83,91,-15,-20,-36,-29,-17,-46,-32,-17,-46,-23,-57,-12,-24,-22,-38,-1090,-3826,73,-4750,2784
2106,19,14,8,1,13,13,16,11,13,14,1,4,7,19,8,11,11,9,8,13,-4,7,9,17,14,-1831,-2016,-16,-196,-1780
2107,-32,-33,-38,-39,-41,-40,-49,-45,-82,-58,-33,-44,-44,-40,-34,-76,-37,-32,-43,-32,-59,-32,-46,-41,-58,-900,-2034,69,-5164,3450
2108,-5,-7,-7,-11,-6,3,-6,-4,-13,3,-5,-10,2,-20,-7,-6,-10,-11,-30,-10,-49,-9,-1,-3,-18,-3502,-1468,-85,-1946,1649
2109,-31,5,-5,-24,-15,-18,-18,-16,-18,-11,-15,-12,-28,-11,-14,-17,-17,-15,-18,-16,-17,-6,-19,-10,-20,1292,-504,7,-73,977
2110,-6,-7,-5,-6,-6,-4,-3,-6,1,12,-5,-9,6,8,-6,-16,-4,-8,-6,-3,-32,-3,-12,-2,-9,2678,-1532,-69,-834,-3772
2111,7,30,2,-10,2,-1,1,2,7,-1,1,7,8,11,0,2,2,4,3,2,12,-1,5,-5,0,990,-1210,12,792,300
2112,-13,-12,-13,-24,-18,-8,-23,-4,-81,22,-8,-14,-32,-12,-7,-37,-15,-11,-35,-14,-65,-8,-21,-17,-30,-1014,-3669,66,-4787,2650
2113,1,-13,5,11,5,4,3,3,3,5,6,3,0,-1,4,2,6,5,8,5,10,1,-2,5,5,4591,-526,18,-193,1562
2114,-2,0,1,1,6,-2,4,-1,12,22,-3,-1,-7,-4,0,4,7,3,7,8,26,2,-6,0,3,1428,-116,-79,916,-2830
2115,-34,-29,-34,-36,-32,-35,-29,-34,-22,-28,-33,-34,-22,-35,-35,-34,-28,-33,-33,-30,-12,-26,-40,-28,-34,1112,-821,-80,-269,-3123
2116,-4,1,-6,-4,-8,2,-1,12,5,-19,-10,-8,1,6,-9,-17,-7,-5,1,-3,92,-12,-6,-15,-2,-4520,-15,-8,4586,-1072
2117,-9,-1,6,4,-1,0,-3,6,3,11,-2,-2,2,7,3,1,2,2,3,-1,5,1,-1,-5,-1,698,-654,-4,230,-130
2118,-53,-49,-53,-39,-53,-47,-60,-50,-19,-175,-48,-44,-64,-35,-51,-39,-51,-49,-25,-51,17,-45,-48,-52,-53,-3555,2786,58,1400,-3307
2119,17,17,19,18,18,19,23,30,42,-33,7,13,30,18,17,47,33,22,21,17,61,11,17,16,27,2922,2642,-27,497,-2574
2120,-14,-9,-3,-3,-7,-2,-7,-1,1,12,-7,-6,-8,-5,-6,-8,-4,-8,-7,-7,-5,-4,-5,-4,1,-490,630,8,-48,-234
2121,0,13,0,-7,-1,1,-1,13,9,20,-5,1,2,8,1,-1,1,1,2,-2,4,1,2,4,12,1026,-257,-3,311,37
2122,3,-10,14,8,8,8,7,-2,10,-24,1,-3,13,-21,14,13,-4,8,6,7,11,11,6,10,14,-554,-2986,-54,-830,-4018
2123,-1,-18,10,0,4,4,3,-7,9,-43,-2,-5,5,-32,11,10,-7,3,0,3,8,5,-1,9,13,-79,-2776,-58,383,-3536
2124,3,2,-2,-3,-7,5,-4,5,-19,40,2,-2,6,22,1,-15,-6,-3,1,1,-75,-5,-3,-5,-8,-1368,536,-76,-2966,-270
2125,-17,-34,-20,-18,-20,-19,-17,-20,-34,-10,-15,-18,-6,-25,-25,-18,-21,-23,-19,-21,-22,-18,-23,-13,-27,-986,1071,17,358,147
2126,-6,-4,-8,-13,-6,-6,0,3,-10,0,-12,-5,-30,10,-11,-5,1,-7,-10,-7,-9,-6,-8,5,-6,-156,-48,-8,1512,2712
2127,-9,-13,-9,-8,-8,-3,-4,-11,-15,19,-4,-11,-4,-35,-10,-15,-4,-11,-4,-6,-27,-3,-13,-1,-7,2740,-2248,-70,-1160,-4468
2128,-9,-9,-11,-8,-10,-14,-18,-24,-40,4,-6,-12,-7,-14,-13,-21,-11,-10,-14,-13,-73,-6,-12,-15,-20,-3154,2186,-27,-2269,2738
2129,-2,1,-5,-3,-7,2,0,11,3,-23,-9,-7,1,5,-9,-19,-7,-4,1,-3,89,-11,-4,-12,-1,-4518,128,-8,4607,-1030
2130,-15,-10,-8,-15,-13,-10,-8,-5,-9,-9,-14,-15,-2,-14,-10,-12,-5,-10,-12,-14,-15,-9,-13,-11,-8,-1626,914,16,-1474,-1576
2131,-16,-27,-12,-8,-12,-14,-9,-8,-11,-9,-13,-14,-7,1,-16,-23,-8,-17,-22,-14,-14,-10,-13,-3,-8,1221,1642,37,-666,195
2132,8,10,3,3,-1,11,4,10,6,7,5,7,5,7,0,7,-6,4,-6,1,24,2,10,2,6,-4169,-1130,10,3078,-708
2133,-4,-7,-1,-1,-6,3,-4,0,-7,51,-3,-9,3,26,0,-12,2,-2,9,-3,-14,-9,-10,-9,-6,2802,-1882,-73,-1392,-4404
2134,-24,-26,-25,-24,-21,-29,-31,-44,-61,-27,-21,-29,-25,-36,-26,-43,-25,-23,-25,-25,-78,-13,-33,-29,-39,118,1778,-50,-2522,1781
2135,-48,-47,-46,-41,-45,-47,-56,-50,-47,-57,-43,-42,-51,-45,-48,-49,-58,-46,-47,-46,16,-35,-44,-45,-55,-3418,2488,62,-3652,3440
2136,-12,1,1,2,-3,-3,-1,-5,-13,-11,-2,-8,-15,-13,3,-2,-2,3,0,-4,-12,-4,-9,0,-15,-2070,1916,10,-1645,-684
2137,2,2,0,0,-1,5,4,9,19,21,1,4,3,13,-3,6,-4,1,-5,3,37,-2,-3,0,2,-2324,364,52,1708,948
2138,-4,9,10,-1,10,11,9,3,10,8,5,3,8,17,11,32,15,7,6,-22,-15,6,9,13,7,-58,-1785,-14,-2248,-1944
2139,-12,-10,-8,-4,-7,-7,-13,-19,-50,-3,-6,-10,-41,-24,-7,-20,-8,-5,-1,-5,-54,-10,-13,-9,-7,91,2808,-44,-2547,2139
2140,-14,-23,-4,3,-6,-9,-7,-7,-6,0,-5,-8,-3,-2,-7,-10,-5,-8,-5,-6,-1,-10,-12,-8,-8,4523,-605,24,-424,1402
2141,-14,-11,-14,-23,-17,-8,-24,-1,-80,55,-9,-13,-36,-16,-10,-40,-21,-12,-37,-16,-54,-8,-19,-18,-27,-1786,-3832,69,-4782,2651
2142,-21,0,-2,-7,-7,-7,-2,7,-13,4,-7,-5,-11,9,-6,-8,2,-6,-10,-7,-12,-3,-18,0,-2,-208,139,-4,1030,1829
2143,9,7,-1,-8,-2,0,3,4,11,-4,1,6,11,-19,-1,17,-6,0,5,0,-7,0,5,3,-2,-3196,-177,52,-1915,1874
2144,-26,-31,-30,-16,-33,-30,-27,-36,22,150,-21,-21,-24,-26,-33,-5,-30,-26,17,-13,-11,-19,-37,-23,-36,-3915,-4491,41,1754,-4039
2145,-9,-10,-10,-7,-12,-5,-7,-7,-2,9,-8,-10,-2,-5,-5,-8,-4,-8,-1,-3,2,-8,-11,-12,-2,480,-71,-109,1294,-2164
2146,-5,-3,-8,-2,-5,-6,-1,-1,4,13,1,1,3,3,-8,-9,-2,-10,-11,-4,-5,-3,0,-3,-8,-656,-40,11,-86,-361
2147,6,3,6,-5,0,4,-7,1,-25,9,9,6,2,-3,8,-8,-4,6,-10,-9,-108,-3,7,-10,-6,-1154,974,-75,-2970,18
2148,-5,-6,-12,-22,-16,-13,-8,-27,-5,-90,-5,-10,10,4,-2,-7,-18,-16,-12,-11,9,-14,-7,-2,-8,-1118,-3044,-49,1856,-4452
2149,-1,0,-6,-4,-8,1,-1,10,1,-29,-9,-6,1,3,-11,-21,-9,-5,-1,-4,85,-10,-5,-10,-1,-4520,160,-7,4612,-1071
2150,-27,-20,-22,-18,-20,-23,-19,-22,-1,-26,-21,-25,-3,-16,-22,-25,-17,-22,-24,-23,-12,-22,-27,-21,-22,2050,-2818,-53,-716,-37
